,step_history,waiting_history
323,32400,401621
324,32500,403433
325,32600,404630
326,32700,406017
327,32800,407117
328,32900,408080
329,33000,409336
330,33100,410703
331,33200,411133
332,33300,412085
333,33400,413210
334,33500,414247
335,33600,415464
336,33700,417025
337,33800,418439
338,33900,419776
339,34000,421163
340,34100,422984
341,34200,424811
342,34300,426503
343,34400,427837
344,34500,429474
345,34600,430730
346,34700,431778
347,34800,432895
348,34900,434192
349,35000,435495
350,35100,436981
351,35200,438351
352,35300,440224
353,35400,441989
354,35500,443578
355,35600,445003
356,35700,446326
357,35800,447393
358,35900,448153
359,36000,448993
360,36100,449966
361,36200,451011
362,36300,452140
363,36400,453583
364,36500,455268
365,36600,456439
366,36700,457918
367,36800,459688
368,36900,461585
369,37000,463182
370,37100,463807
371,37200,464514
372,37300,465454
373,37400,466458
374,37500,467494
375,37600,468699
376,37700,469748
377,37800,471039
378,37900,471906
379,38000,472720
380,38100,473849
381,38200,475100
382,38300,476484
383,38400,478145
384,38500,479095
385,38600,480025
386,38700,480857
387,38800,481387
388,38900,482201
389,39000,483187
390,39100,484537
391,39200,486752
392,39300,489040
393,39400,491152
394,39500,493658
395,39600,496281
396,39700,498748
397,39800,500911
398,39900,502908
399,40000,504740
